time,magnitude,longitude,latitude,depth_km,utmx,utmy
26/6/2021 20:46,,101.1400329,-1.615220507,-1.21875,738093.75,9821343.75
27/6/2021 5:34,,101.131967,-1.620667731,0.289062,737195.312,9820742.188
28/6/2021 9:51,,101.1406207,-1.640082345,0.71875,738156.25,9818593.75
28/6/2021 16:55,,101.1411918,-1.64912262,0.96875,738218.75,9817593.75
28/6/2021 16:57,,101.1336039,-1.642067591,1.375,737375,9818375
28/6/2021 17:00,,101.1404834,-1.643049036,0.234375,738140.625,9818265.625
28/6/2021 17:00,,101.1411876,-1.645167235,-0.15625,738218.75,9818031.25
28/6/2021 17:08,,101.1434282,-1.64007932,0.46875,738468.75,9818593.75
28/6/2021 23:10,,101.1446209,-1.639583607,0.476562,738601.562,9818648.438
29/6/2021 6:13,,101.1423076,-1.642340749,1.21875,738343.75,9818343.75
29/6/2021 10:41,,101.1501717,-1.64515751,2.03125,739218.75,9818031.25
2/7/2021 22:26,,101.1357109,-1.643336706,0.984375,737609.375,9818234.375
3/7/2021 13:10,,101.0836926,-1.702583771,5.0625,731812.5,9811687.5
17/7/2021 8:43,,101.1424445,-1.639091534,2.171875,738359.375,9818703.125
22/7/2021 3:21,,101.2196717,-1.528120465,7.96875,746968.75,9830968.75
24/7/2021 6:54,,101.1349525,-1.623030748,-1.300781,737527.344,9820480.469
29/7/2021 13:03,,101.1484841,-1.642334075,0.65625,739031.25,9818343.75
29/7/2021 13:05,,101.1451127,-1.640077503,0.65625,738656.25,9818593.75
30/7/2021 5:20,,101.1358063,-1.633977838,-1.496094,737621.094,9819269.531
4/8/2021 18:34,,101.1258655,-1.625265315,-0.140625,736515.625,9820234.375
7/8/2021 8:55,,101.1404756,-1.635703317,0.609375,738140.625,9819078.125
7/8/2021 9:02,,101.1511505,-1.641624873,0.296875,739328.125,9818421.875
7/8/2021 9:04,,101.1430105,-1.643328836,0.703125,738421.875,9818234.375
7/8/2021 10:34,,101.1458183,-1.643608329,0.296875,738734.375,9818203.125
7/8/2021 10:37,,101.1441284,-1.638524665,1.140625,738546.875,9818765.625
7/8/2021 10:44,,101.1435669,-1.63852527,0.796875,738484.375,9818765.625
7/8/2021 13:22,,101.144129,-1.639089719,0.953125,738546.875,9818703.125
7/8/2021 14:15,,101.1522693,-1.637668301,0.984375,739453.125,9818859.375
7/8/2021 15:08,,101.1480616,-1.641063163,0.484375,738984.375,9818484.375
9/8/2021 0:15,,101.124409,-1.608350313,-0.667969,736355.469,9822105.469
16/8/2021 15:49,,101.1284095,-1.641649369,1.203125,736796.875,9818421.875
23/8/2021 6:11,,101.1430054,-1.638525875,1.015625,738421.875,9818765.625
23/8/2021 19:51,,101.1135614,-1.535009004,7.96875,735156.25,9830218.75
28/8/2021 9:11,,101.148343,-1.641627912,0.984375,739015.625,9818421.875
14/9/2021 13:01,,101.1278513,-1.6447578,0.421875,736734.375,9818078.125
14/9/2021 13:03,,101.1249074,-1.648575123,-0.15625,736406.25,9817656.25
19/9/2021 7:59,,101.1256543,-1.62462984,-1.320312,736492.188,9820304.688
26/9/2021 9:00,,101.1208113,-1.6247056,-1.984375,735953.125,9820296.875
3/10/2021 16:24,,101.1359024,-1.625325292,-0.382812,737632.812,9820226.562
7/10/2021 13:18,,101.1241704,-1.615095994,-1.015625,736328.125,9821359.375
8/11/2021 8:46,,101.1445996,-1.619524198,-0.476562,738601.562,9820867.188
8/11/2021 9:47,,101.1759517,-1.599360916,-0.03125,742093.75,9823093.75
8/11/2021 10:22,,101.1259234,-1.613469602,-1.195312,736523.438,9821539.062
8/11/2021 10:32,,101.1959196,-1.632394068,-0.3125,744312.5,9819437.5
21/11/2021 6:11,,101.1074738,-1.623165711,-0.15625,734468.75,9820468.75
21/11/2021 6:35,,101.119311,-1.599208674,-0.414062,735789.062,9823117.188
23/11/2021 3:20,,101.1644076,-1.566882986,2.1875,740812.5,9826687.5
23/11/2021 11:53,,101.1441744,-1.615569268,-1.007812,738554.688,9821304.688
2/12/2021 22:09,,101.1393529,-1.635987051,0.234375,738015.625,9819046.875
3/12/2021 4:57,,101.1269167,-1.623780911,-1.273438,736632.812,9820398.438
3/12/2021 20:41,,101.1250782,-1.610645182,-0.148438,736429.688,9821851.562
6/12/2021 9:48,,101.1264765,-1.605416888,0.710938,736585.938,9822429.688
7/12/2021 21:11,,101.1495927,-1.628771614,3.09375,739156.25,9819843.75
8/12/2021 0:49,,101.1210912,-1.62385771,-1.296875,735984.375,9820390.625
10/12/2021 3:09,,101.1322849,-1.622609787,-1.316406,737230.469,9820527.344
11/12/2021 12:33,,101.1315867,-1.62607152,-1.089844,737152.344,9820144.531
13/12/2021 19:27,,101.0981745,-1.589553685,3.6875,733437.5,9824187.5
14/12/2021 14:14,,101.1382683,-1.605687038,-1.132812,737898.438,9822398.438
16/12/2021 18:42,,101.1574525,-1.627633061,2.84375,740031.25,9819968.75
19/12/2021 3:18,,101.1327828,-1.628895542,-1.894531,737285.156,9819832.031
26/12/2021 14:10,,101.213012,-1.602146172,-0.78125,746218.75,9822781.25
26/12/2021 21:26,,101.1626961,-1.540327507,-1.375,740625,9829625
30/12/2021 16:10,,101.1115309,-1.609741118,0.515625,734921.875,9821953.125
30/12/2021 18:32,,101.0577932,-1.637061817,-1.4375,728937.5,9818937.5
1/1/2022 13:23,,101.0970641,-1.601986405,1.5625,733312.5,9822812.5
1/1/2022 15:15,,101.1398903,-1.613101698,-1.296875,738078.125,9821578.125
3/1/2022 23:39,,101.1475349,-1.607513693,-1.148438,738929.688,9822195.312
6/1/2022 13:52,,101.0971013,-1.638150969,0.4375,733312.5,9818812.5
8/1/2022 3:24,,101.1407582,-1.637398181,1.703125,738171.875,9818890.625
8/1/2022 3:30,,101.1479172,-1.63724921,1.71875,738968.75,9818906.25
8/1/2022 4:50,,101.1345117,-1.637616778,0.007812,737476.562,9818867.188
8/1/2022 9:20,,101.1254298,-1.611280503,-1.53125,736468.75,9821781.25
8/1/2022 9:43,,101.1587393,-1.649527328,-1.796875,740171.875,9817546.875
9/1/2022 9:05,,101.1187271,-1.645191369,-1.96875,735718.75,9818031.25
9/1/2022 9:09,,101.1352807,-1.634720037,0.8125,737562.5,9819187.5
9/1/2022 9:22,,101.1203986,-1.632758189,2.90625,735906.25,9819406.25
9/1/2022 9:28,,101.1413293,-1.646438457,1.015625,738234.375,9817890.625
9/1/2022 9:28,,101.1350104,-1.64460884,0.46875,737531.25,9818093.75
11/1/2022 0:27,,101.0855915,-1.63957575,2.46875,732031.25,9818656.25
11/1/2022 12:17,,101.1333103,-1.629919147,1.40625,737343.75,9819718.75
14/1/2022 4:28,,101.1136587,-1.631070136,-0.53125,735156.25,9819593.75
16/1/2022 23:55,,101.1271475,-1.642922108,3.78125,736656.25,9818281.25
17/1/2022 22:45,,101.093208,-1.673754675,2.625,732875,9814875
19/1/2022 6:01,,101.1094046,-1.589542169,5.0625,734687.5,9824187.5
21/1/2022 7:09,,101.103913,-1.707082221,-0.6875,734062.5,9811187.5
21/1/2022 13:23,,101.1446935,-1.641914382,0.734375,738609.375,9818390.625
21/1/2022 13:25,,101.1489057,-1.642757409,0.703125,739078.125,9818296.875
28/1/2022 19:08,,101.1226025,-1.592071338,-0.21875,736156.25,9823906.25
29/1/2022 10:03,,101.1220713,-1.621455157,0.84375,736093.75,9820656.25
29/1/2022 20:59,,101.1529074,-1.576783318,6.65625,739531.25,9825593.75
